Assessor Parcel Number,Jurisdiction Name,Maxium_density_allowed_(units/Acres),Total Capacity,Parcel_size(Acres),total people per parcel,AIN,CENTER_LAT,CENTER_LON
6024021046,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024021046,33.97107024,-118.2507772
6024021047,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024021047,33.97107061,-118.2506465
6024021048,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6024021048,33.97106912,-118.2505142
6024021049,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024021049,33.97107042,-118.2503818
6024021050,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024021050,33.9710692,-118.2502506
6024021056,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024021056,33.97152082,-118.2501093
6024022036,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024022036,33.969153,-118.2501166
6024022037,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024022037,33.96915421,-118.2502946
6024022038,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6024022038,33.96915423,-118.2504579
6024022039,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024022039,33.96915498,-118.250624
6024022040,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6024022040,33.96915562,-118.2507889
6024022041,UNINCORPORATED LA COUNTY,30.0,1.0,,1.8,6024022041,33.96915625,-118.2509522
6024022042,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024022042,33.96915716,-118.2511208
6024022043,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6024022043,33.96915718,-118.2512857
6024022044,UNINCORPORATED LA COUNTY,30.0,1.0,,1.8,6024022044,33.96915825,-118.2514473
6024022045,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024022045,33.96915841,-118.2516102
6024022046,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6024022046,33.96915966,-118.251774
6025007003,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007003,33.97072361,-118.2409304
6025007004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007004,33.97058626,-118.2409302
6025007005,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025007005,33.97044887,-118.2409295
6025007006,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025007006,33.97031148,-118.2409288
6025007007,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007007,33.97017408,-118.240929
6025007008,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007008,33.97003668,-118.2409283
6025007009,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007009,33.96989927,-118.2409276
6025007010,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007010,33.96976192,-118.2409273
6025007011,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007011,33.96962445,-118.2409267
6025007012,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007012,33.9694871,-118.2409264
6025007013,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007013,33.96934973,-118.2409261
6025007014,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007014,33.96921224,-118.2409255
6025007015,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007015,33.96907489,-118.2409252
6025007016,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007016,33.9689375,-118.2409245
6025007017,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007017,33.96880011,-118.2409238
6025007018,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007018,33.9686627,-118.240924
6025007019,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007019,33.9685253,-118.2409233
6025007020,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007020,33.96838791,-118.2409226
6025007021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025007021,33.96825051,-118.2409228
6025007022,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007022,33.96811312,-118.2409221
6025007023,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025007023,33.96797572,-118.2409214
6025008001,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008001,33.97085189,-118.2402876
6025008002,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008002,33.97070646,-118.2402874
6025008003,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008003,33.97056983,-118.2402867
6025008004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008004,33.97043329,-118.2402859
6025008005,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008005,33.97029651,-118.2402853
6025008006,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008006,33.97015983,-118.240285
6025008007,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008007,33.97002329,-118.2402845
6025008008,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008008,33.96988675,-118.2402836
6025008009,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008009,33.96975,-118.2402834
6025008010,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008010,33.96961338,-118.2402827
6025008011,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008011,33.96947681,-118.2402822
6025008012,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008012,33.96934039,-118.2402824
6025008013,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008013,33.96920393,-118.2402815
6025008014,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008014,33.96920354,-118.2398358
6025008015,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008015,33.96933991,-118.2398365
6025008016,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008016,33.96947628,-118.2398372
6025008017,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008017,33.96961282,-118.2398372
6025008018,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008018,33.96974935,-118.2398377
6025008019,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008019,33.96988606,-118.2398384
6025008020,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008020,33.97002244,-118.2398391
6025008021,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008021,33.9701588,-118.2398397
6025008022,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008022,33.97029551,-118.2398404
6025008023,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008023,33.97043204,-118.2398413
6025008024,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008024,33.9705685,-118.2398417
6025008025,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025008025,33.97070504,-118.2398424
6025008026,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025008026,33.97085017,-118.2398425
6025009001,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009001,33.96906714,-118.2402808
6025009004,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009004,33.96877862,-118.2402795
6025009005,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009005,33.96865722,-118.2402794
6025009006,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009006,33.96852068,-118.2402785
6025009007,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009007,33.96838397,-118.2402779
6025009008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009008,33.96821326,-118.2402781
6025009009,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009009,33.96805957,-118.2402763
6025009010,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009010,33.96795702,-118.2402767
6025009018,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009018,33.96797487,-118.2398306
6025009019,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009019,33.96811159,-118.2398315
6025009020,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009020,33.96824795,-118.2398316
6025009021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009021,33.96838431,-118.2398318
6025009022,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009022,33.96852085,-118.2398327
6025009023,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009023,33.96865722,-118.239833
6025009024,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009024,33.96879377,-118.2398339
6025009025,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009025,33.9689303,-118.2398347
6025009026,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025009026,33.96906683,-118.2398352
6025009027,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025009027,33.96891541,-118.2402801
6025010005,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010005,33.96797587,-118.2391889
6025010006,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010006,33.96811249,-118.2391894
6025010007,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010007,33.96824916,-118.2391896
6025010008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025010008,33.96838566,-118.2391901
6025010009,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010009,33.96852228,-118.2391906
6025010010,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010010,33.96865874,-118.2391914
6025010011,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010011,33.96879518,-118.2391917
6025010012,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025010012,33.96893168,-118.2391922
6025010013,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010013,33.9690683,-118.2391931
6025010016,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025010016,33.96934128,-118.239194
6025010019,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010019,33.9696144,-118.2391945
6025010021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025010021,33.9697508,-118.2391952
6025010026,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025010026,33.97016027,-118.239197
6025010027,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025010027,33.97029711,-118.2391977
6025010028,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025010028,33.97043345,-118.239198
6025010029,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025010029,33.97056982,-118.2391986
6025010030,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025010030,33.97070636,-118.2391995
6025010031,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025010031,33.97085192,-118.2392507
6025013018,UNINCORPORATED LA COUNTY,30.0,6.0,,10.8,6025013018,33.97379619,-118.2378569
6025014010,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025014010,33.97273909,-118.2369414
6025014011,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025014011,33.97273932,-118.2370874
6025014012,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025014012,33.97273874,-118.2372268
6025014013,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025014013,33.97273835,-118.237367
6025014015,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025014015,33.97273689,-118.2376424
6025014017,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025014017,33.97273593,-118.2379215
6025014034,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025014034,33.97198355,-118.2369361
6025015013,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025015013,33.97154703,-118.2369458
6025015017,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025015017,33.97123534,-118.237367
6025015018,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025015018,33.97123429,-118.2375064
6025015020,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025015020,33.97123335,-118.2377835
6025015021,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025015021,33.97123244,-118.2379231
6025015028,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025015028,33.97123652,-118.2369445
6025016016,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016016,33.97372413,-118.2366407
6025016019,UNINCORPORATED LA COUNTY,30.0,6.0,,10.8,6025016019,33.97372597,-118.2360127
6025016020,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016020,33.97372582,-118.2358049
6025016021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016021,33.97372693,-118.2356392
6025016022,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025016022,33.97372731,-118.2354965
6025016023,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025016023,33.97372736,-118.2353745
6025016026,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025016026,33.97325187,-118.2364917
6025016027,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016027,33.97325243,-118.2363278
6025016028,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016028,33.97325316,-118.2361617
6025016029,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025016029,33.97325298,-118.2359551
6025016030,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025016030,33.97325313,-118.2357086
6025016031,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025016031,33.97325328,-118.235502
6025016032,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016032,33.97325654,-118.2353364
6025016033,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025016033,33.97326216,-118.2351739
6025016035,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025016035,33.97372515,-118.2364633
6025016037,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025016037,33.97373086,-118.2362605
6025017002,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025017002,33.9727439,-118.2366521
6025017003,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017003,33.97267718,-118.236489
6025017005,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017005,33.9726771,-118.2361582
6025017006,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025017006,33.97267802,-118.2359933
6025017007,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017007,33.97267787,-118.2358288
6025017008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017008,33.97267863,-118.2356651
6025017009,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025017009,33.9726781,-118.2354994
6025017010,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017010,33.97267904,-118.2353344
6025017011,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017011,33.97267851,-118.2351704
6025017012,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017012,33.97267835,-118.235005
6025017015,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025017015,33.97220571,-118.2366481
6025017016,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017016,33.97220573,-118.2364861
6025017017,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017017,33.97220667,-118.2362383
6025017018,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017018,33.97220762,-118.2359897
6025017019,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025017019,33.97220744,-118.2358256
6025017020,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017020,33.97220872,-118.2356607
6025017021,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025017021,33.97220872,-118.2354945
6025017022,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025017022,33.97220875,-118.23533
6025017028,UNINCORPORATED LA COUNTY,30.0,1.0,,1.8,6025017028,33.97221671,-118.2351668
6025017029,UNINCORPORATED LA COUNTY,30.0,1.0,,1.8,6025017029,33.97221675,-118.2350031
6025018005,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025018005,33.97166745,-118.2363011
6025018006,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025018006,33.97166849,-118.2361528
6025018010,UNINCORPORATED LA COUNTY,30.0,1.0,,1.8,6025018010,33.97166911,-118.2356588
6025018011,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025018011,33.97167052,-118.2354948
6025018012,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025018012,33.97166923,-118.2353311
6025018013,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025018013,33.97167005,-118.2351679
6025018014,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025018014,33.97168162,-118.2350064
6025018017,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025018017,33.97127837,-118.2366475
6025018018,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025018018,33.97127875,-118.2364826
6025018019,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025018019,33.97127878,-118.236319
6025018020,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025018020,33.97127997,-118.2361549
6025018021,UNINCORPORATED LA COUNTY,30.0,1.0,,1.8,6025018021,33.9712795,-118.2359902
6025018022,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025018022,33.97127984,-118.2358263
6025018023,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025018023,33.9712797,-118.235662
6025018030,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025018030,33.97128131,-118.2348365
6025019003,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019003,33.97071483,-118.2385961
6025019004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019004,33.97071626,-118.2384333
6025019005,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019005,33.9707173,-118.2382684
6025019006,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019006,33.9707183,-118.238101
6025019007,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019007,33.97071957,-118.2379439
6025019008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019008,33.97072011,-118.2377951
6025019009,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019009,33.97072068,-118.237638
6025019010,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019010,33.97072274,-118.2374727
6025019011,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019011,33.97072337,-118.237309
6025019013,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025019013,33.97037612,-118.2373067
6025019014,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019014,33.97024799,-118.2373077
6025019018,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025019018,33.97018306,-118.2376346
6025019019,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019019,33.97018152,-118.2377932
6025019020,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019020,33.97018297,-118.237942
6025019021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019021,33.97017959,-118.2380983
6025019022,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019022,33.97018023,-118.2382649
6025019023,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025019023,33.9701783,-118.2384297
6025019024,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025019024,33.97017722,-118.2385947
6025019025,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025019025,33.97017575,-118.2387608
6025020004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020004,33.96950103,-118.2385912
6025020005,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020005,33.96950198,-118.2384272
6025020006,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020006,33.96950322,-118.2382615
6025020007,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020007,33.96950488,-118.2380953
6025020008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020008,33.96950504,-118.2379387
6025020009,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020009,33.96950661,-118.2377898
6025020010,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020010,33.96950727,-118.2376328
6025020011,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025020011,33.96950961,-118.2374666
6025020012,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020012,33.96951044,-118.2373021
6025020013,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020013,33.96951023,-118.2371393
6025020018,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020018,33.96896119,-118.2374664
6025020019,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025020019,33.96895983,-118.237633
6025020020,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020020,33.96895826,-118.2377892
6025020021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020021,33.96895749,-118.2379372
6025020022,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020022,33.96895667,-118.2380943
6025020023,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020023,33.96895517,-118.2382588
6025020024,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025020024,33.96895409,-118.2384229
6025020029,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025020029,33.96895219,-118.2387539
6025021001,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021001,33.96828097,-118.2387518
6025021002,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021002,33.96828285,-118.238586
6025021003,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021003,33.96828395,-118.238422
6025021004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021004,33.968285,-118.2382579
6025021005,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021005,33.96828692,-118.2380922
6025021006,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021006,33.96828668,-118.2379334
6025021007,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021007,33.96828824,-118.2377863
6025021008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021008,33.96828808,-118.23763
6025021009,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025021009,33.96829145,-118.2374636
6025023001,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023001,33.9689673,-118.2366913
6025023002,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025023002,33.96896761,-118.2365087
6025023003,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023003,33.96896928,-118.2363442
6025023004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023004,33.96897074,-118.2361805
6025023005,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025023005,33.96897098,-118.2360156
6025023006,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025023006,33.96897348,-118.2358503
6025023007,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025023007,33.96897304,-118.2356863
6025023008,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023008,33.96897598,-118.2355222
6025023009,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023009,33.96897618,-118.2353573
6025023010,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023010,33.96897768,-118.2351928
6025023013,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025023013,33.96952724,-118.234845
6025023014,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023014,33.96952485,-118.2350293
6025023015,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025023015,33.96952527,-118.2351967
6025023016,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023016,33.96952253,-118.2353608
6025023017,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025023017,33.96952272,-118.2355244
6025023018,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025023018,33.96952107,-118.2356881
6025023019,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023019,33.96951956,-118.2358518
6025023020,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025023020,33.96951851,-118.2360175
6025023021,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025023021,33.96951811,-118.2361824
6025023022,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025023022,33.96951672,-118.2363463
6025024002,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024002,33.9701072,-118.2366966
6025024004,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024004,33.97019158,-118.2363502
6025024005,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025024005,33.97019264,-118.2361854
6025024006,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024006,33.97019391,-118.2360204
6025024007,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024007,33.97019523,-118.2358559
6025024008,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025024008,33.9701957,-118.2356914
6025024009,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024009,33.97019692,-118.2355265
6025024010,UNINCORPORATED LA COUNTY,30.0,5.0,,9.0,6025024010,33.970198,-118.2353616
6025024011,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024011,33.97019906,-118.2351967
6025024012,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025024012,33.97020011,-118.2350318
6025024014,UNINCORPORATED LA COUNTY,30.0,6.0,,10.8,6025024014,33.97073357,-118.2348503
6025024015,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024015,33.97073237,-118.2350345
6025024016,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024016,33.97073164,-118.2351994
6025024017,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025024017,33.97073091,-118.2353644
6025024018,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024018,33.9707302,-118.2355292
6025024019,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024019,33.97072931,-118.2356942
6025024020,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025024020,33.97072857,-118.235859
6025024021,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024021,33.97072747,-118.2360236
6025024022,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024022,33.97072752,-118.2361877
6025024023,UNINCORPORATED LA COUNTY,30.0,2.0,,3.6,6025024023,33.97072641,-118.2363521
6025024024,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6025024024,33.97072569,-118.2365171
6025024028,UNINCORPORATED LA COUNTY,30.0,3.0,,5.4,6025024028,33.97019223,-118.2348477
6043017005,UNINCORPORATED LA COUNTY,18.0,1.0,,,6043017005,33.95962417,-118.2508119
6043017006,UNINCORPORATED LA COUNTY,18.0,2.0,,,6043017006,33.95948253,-118.2508173
6043017007,UNINCORPORATED LA COUNTY,18.0,1.0,,,6043017007,33.95934222,-118.2508222
6043017008,UNINCORPORATED LA COUNTY,18.0,2.0,,,6043017008,33.95920283,-118.250828
6043017009,UNINCORPORATED LA COUNTY,18.0,2.0,,,6043017009,33.95906228,-118.2508332
6043017010,UNINCORPORATED LA COUNTY,18.0,1.0,,,6043017010,33.9589218,-118.2508386
6043017011,UNINCORPORATED LA COUNTY,18.0,1.0,,,6043017011,33.95878235,-118.2508434
6043017012,UNINCORPORATED LA COUNTY,18.0,2.0,,,6043017012,33.95864146,-118.2508491
6043017013,UNINCORPORATED LA COUNTY,18.0,2.0,,,6043017013,33.95849983,-118.2508545
6043018002,UNINCORPORATED LA COUNTY,18.0,2.0,,,6043018002,33.95962211,-118.2499828
