Assessor Parcel Number,Jurisdiction Name,Maxium_density_allowed_(units/Acres),Total Capacity,Parcel_size(Acres),total people per parcel,AIN,CENTER_LAT,CENTER_LON
7109020015,BELLFLOWER,40.0,3.0,0.14,5.1,7109020015,33.8796337,-118.1245047
7109020016,BELLFLOWER,40.0,3.0,0.11,5.1,7109020016,33.87985697,-118.1245059
7109020017,BELLFLOWER,40.0,3.0,0.11,5.1,7109020017,33.87975393,-118.1245053
7110025019,BELLFLOWER,40.0,5.0,0.26,8.5,7110025019,33.87894818,-118.1255375
7110025020,BELLFLOWER,40.0,6.0,0.27,10.2,7110025020,33.87866567,-118.1255366
7110025025,BELLFLOWER,40.0,16.0,0.8,27.2,7110025025,33.87909598,-118.126135
7110025026,BELLFLOWER,40.0,4.0,0.19,6.8,7110025026,33.87918817,-118.12554
7109025001,BELLFLOWER,40.0,5.0,0.26,8.5,7109025001,33.87914101,-118.1248984
7109025002,BELLFLOWER,40.0,9.0,0.45,15.3,7109025002,33.87876903,-118.1248966
7109025003,BELLFLOWER,40.0,5.0,0.22,8.5,7109025003,33.87864,-118.1244995
7109025004,BELLFLOWER,40.0,6.0,0.27,10.2,7109025004,33.87887563,-118.1245009
7109025005,BELLFLOWER,40.0,6.0,0.29,10.2,7109025005,33.87914288,-118.124502
7110024002,BELLFLOWER,40.0,2.0,0.08,3.4,7110024002,33.87799862,-118.1255321
7110024003,BELLFLOWER,40.0,4.0,0.18,6.8,7110024003,33.87786121,-118.1255313
7110024004,BELLFLOWER,40.0,3.0,0.14,5.1,7110024004,33.87769067,-118.1255335
7109026014,BELLFLOWER,40.0,5.0,0.25,8.5,7109026014,33.87791846,-118.1241129
7109026019,BELLFLOWER,40.0,7.0,0.32,11.9,7109026019,33.8777784,-118.1244949
7109026021,BELLFLOWER,40.0,3.0,0.13,5.1,7109026021,33.87788699,-118.124892
7109026022,BELLFLOWER,40.0,4.0,0.19,6.8,7109026022,33.87816226,-118.1247948
7109026026,BELLFLOWER,40.0,4.0,0.18,6.8,7109026026,33.87772258,-118.12489
7110024029,BELLFLOWER,40.0,13.0,0.65,22.1,7110024029,33.87698213,-118.1255738
7110024032,BELLFLOWER,40.0,4.0,0.19,6.8,7110024032,33.87737218,-118.1255301
7109031001,BELLFLOWER,40.0,4.0,0.18,6.8,7109031001,33.87736472,-118.124889
7109031004,BELLFLOWER,40.0,3.0,0.13,5.1,7109031004,33.87678767,-118.1248859
7109031005,BELLFLOWER,40.0,3.0,0.12,5.1,7109031005,33.87690537,-118.124632
7109031006,BELLFLOWER,40.0,9.0,0.46,15.3,7109031006,33.87706019,-118.1244082
7109031007,BELLFLOWER,40.0,4.0,0.2,6.8,7109031007,33.87727648,-118.1245928
7109031024,BELLFLOWER,40.0,8.0,0.39,13.6,7109031024,33.87706251,-118.1248874
7161009001,BELLFLOWER,40.0,13.0,0.67,22.1,7161009001,33.87429642,-118.1255273
7161009002,BELLFLOWER,40.0,10.0,0.48,17.0,7161009002,33.87429693,-118.1258208
7161009003,BELLFLOWER,40.0,7.0,0.32,11.9,7161009003,33.87429624,-118.1260259
7161009004,BELLFLOWER,40.0,6.0,0.27,10.2,7161009004,33.87429573,-118.1261766
7161009036,BELLFLOWER,40.0,24.0,1.25,40.8,7161009036,33.8735358,-118.1259681
7161009037,BELLFLOWER,40.0,3.0,0.14,5.1,7161009037,33.87383729,-118.1255405
7161009038,BELLFLOWER,40.0,3.0,0.13,5.1,7161009038,33.87369303,-118.1255398
7161009039,BELLFLOWER,40.0,10.0,0.48,17.0,7161009039,33.87325387,-118.1256385
7161008005,BELLFLOWER,40.0,9.0,0.46,15.3,7161008005,33.8743032,-118.1241103
7161008007,BELLFLOWER,40.0,7.0,0.33,11.9,7161008007,33.87450564,-118.1248447
7161008008,BELLFLOWER,40.0,5.0,0.25,8.5,7161008008,33.87419091,-118.1248442
7161008009,BELLFLOWER,40.0,3.0,0.13,5.1,7161008009,33.8739844,-118.124843
7161008905,BELLFLOWER,40.0,10.0,0.49,17.0,7161008905,33.87416074,-118.1244695
7161008021,BELLFLOWER,40.0,7.0,0.36,11.9,7161008021,33.87449611,-118.1244144
7161008900,BELLFLOWER,40.0,8.0,0.39,13.6,7161008900,33.87430405,-118.1238929
7161008011,BELLFLOWER,40.0,10.0,0.47,17.0,7161008011,33.87344828,-118.1247811
7161008013,BELLFLOWER,40.0,15.0,0.73,25.5,7161008013,33.8734505,-118.124165
7161008012,BELLFLOWER,40.0,10.0,0.52,17.0,7161008012,33.87317508,-118.1244037
7161018001,BELLFLOWER,40.0,8.0,0.37,13.6,7161018001,33.87091087,-118.1255071
7161018002,BELLFLOWER,40.0,7.0,0.36,11.9,7161018002,33.87049169,-118.1255044
7161018039,BELLFLOWER,40.0,9.0,0.43,15.3,7161018039,33.87000712,-118.1257231
7161018040,BELLFLOWER,40.0,5.0,0.26,8.5,7161018040,33.87009047,-118.1254496
7161018041,BELLFLOWER,40.0,2.0,0.08,3.4,7161018041,33.8698125,-118.1254479
7161017009,BELLFLOWER,40.0,15.0,0.76,25.5,7161017009,33.87077044,-118.1244291
7161017010,BELLFLOWER,40.0,3.0,0.12,5.1,7161017010,33.87104371,-118.1248268
7161017011,BELLFLOWER,40.0,1.0,0.04,1.7,7161017011,33.87095028,-118.1248263
7161017012,BELLFLOWER,40.0,1.0,0.03,1.7,7161017012,33.87090861,-118.1248261
7161017013,BELLFLOWER,40.0,4.0,0.19,6.8,7161017013,33.87078635,-118.1248254
7161017014,BELLFLOWER,40.0,3.0,0.11,5.1,7161017014,33.8706219,-118.1248245
7161017015,BELLFLOWER,40.0,2.0,0.06,3.4,7161017015,33.87052847,-118.1248239
7161017016,BELLFLOWER,40.0,2.0,0.06,3.4,7161017016,33.87045976,-118.1248234
7161017017,BELLFLOWER,40.0,3.0,0.12,5.1,7161017017,33.8703567,-118.124823
7161017008,BELLFLOWER,40.0,3.0,0.15,5.1,7161017008,33.87035823,-118.1244271
7161017043,BELLFLOWER,40.0,15.0,0.74,25.5,7161017043,33.87001056,-118.1247355
7161019001,BELLFLOWER,40.0,2.0,0.09,3.4,7161019001,33.86952393,-118.1254546
7161019002,BELLFLOWER,40.0,1.0,0.04,1.7,7161019002,33.86942089,-118.125454
7161019003,BELLFLOWER,40.0,1.0,0.04,1.7,7161019003,33.86935219,-118.1254535
7161019026,BELLFLOWER,40.0,12.0,0.6,20.4,7161019026,33.86926969,-118.1256418
7161017045,BELLFLOWER,40.0,12.0,0.59,20.4,7161017045,33.86934895,-118.1247012
7161017041,BELLFLOWER,40.0,1.0,0.05,1.7,7161017041,33.86920805,-118.1248628
7161017042,BELLFLOWER,40.0,2.0,0.09,3.4,7161017042,33.8691057,-118.124862
7162016051,BELLFLOWER,30.0,128.0,8.84,230.4,7162016051,33.87573942,-118.140828
7162016052,BELLFLOWER,30.0,10.0,0.69,18.0,7162016052,33.87589426,-118.1421176
7162016053,BELLFLOWER,30.0,10.0,0.64,18.0,7162016053,33.87508613,-118.1415909
7162016054,BELLFLOWER,30.0,4.0,0.27,7.2,7162016054,33.87515916,-118.1421016
7162016044,BELLFLOWER,40.0,24.0,1.25,40.8,7162016044,33.87529195,-118.1391847
7162016045,BELLFLOWER,40.0,9.0,0.42,15.3,7162016045,33.87529276,-118.1387605
7162016046,BELLFLOWER,40.0,8.0,0.41,13.6,7162016046,33.8752938,-118.1385486
7162016047,BELLFLOWER,40.0,9.0,0.42,15.3,7162016047,33.8752943,-118.1383361
7106016008,BELLFLOWER,100.0,90.0,1.5,171.0,7106016008,33.88783082,-118.1260641
7106016009,BELLFLOWER,100.0,59.0,0.97,112.1,7106016009,33.88711011,-118.125828
7106016010,BELLFLOWER,100.0,6.0,0.09,11.4,7106016010,33.88676983,-118.1255171
7106013001,BELLFLOWER,100.0,156.0,2.6,296.4,7106013001,33.88671221,-118.1261853
7109008020,BELLFLOWER,40.0,21.0,0.79,35.7,7109008020,33.88371904,-118.1190826
7109008021,BELLFLOWER,40.0,22.0,1.1,37.4,7109008021,33.883259,-118.1192448
7109008003,BELLFLOWER,40.0,3.0,0.14,5.1,7109008003,33.88359433,-118.1194593
7109008005,BELLFLOWER,40.0,14.0,0.7,23.8,7109008005,33.88312443,-118.1187202
7017020010,BELLFLOWER,22.0,12.0,0.58,21.6,7017020010,33.88205087,-118.116893
6169003017,LYNWOOD,30.0,75.0,3.59,135.0,6169003017,33.93010829,-118.2177189
6169004026,LYNWOOD,30.0,5.0,0.23,9.0,6169004026,33.92968092,-118.2189802
6191008012,LYNWOOD,30.0,3.0,0.16,5.4,6191008012,33.93276647,-118.211851
6191008013,LYNWOOD,30.0,3.0,0.16,5.4,6191008013,33.93263395,-118.211808
6168009031,LYNWOOD,30.0,3.0,0.17,5.4,6168009031,33.91938263,-118.2099095
6168022021,LYNWOOD,30.0,3.0,0.15,5.4,6168022021,33.91530855,-118.2096364
6175011032,LYNWOOD,30.0,3.0,0.15,5.4,6175011032,33.92034612,-118.2091805
6175016026,LYNWOOD,30.0,3.0,0.17,5.4,6175016026,33.92009805,-118.2091717
6176014017,LYNWOOD,30.0,2.0,0.09,3.6,6176014017,33.91181781,-118.20954
6176014037,LYNWOOD,30.0,1.0,0.02,1.8,6176014037,33.91244799,-118.2096682
6176014041,LYNWOOD,30.0,3.0,0.17,5.4,6176014041,33.91178904,-118.2093063
6177002024,LYNWOOD,30.0,2.0,0.09,3.6,6177002024,33.91284034,-118.2086762
6150022004,UNINCORPORATED LA COUNTY,9.0,1.0,0.346197225,,6150022004,33.92422857,-118.2308405
6008031002,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6008031002,33.98327711,-118.2479835
6008031003,UNINCORPORATED LA COUNTY,150.0,36.0,,81.35999999999999,6008031003,33.98308202,-118.2480748
6180005018,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180005018,33.89636692,-118.1986733
6180005019,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180005019,33.89636708,-118.1985881
6180005020,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180005020,33.89636823,-118.1985039
6025029001,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6025029001,33.97442535,-118.2313506
6025029002,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6025029002,33.97442414,-118.2312223
6025029003,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6025029003,33.97442201,-118.2310867
6025029004,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6025029004,33.97442356,-118.2309548
6021005031,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6021005031,33.97162068,-118.2479959
6021005032,UNINCORPORATED LA COUNTY,150.0,11.0,,24.86,6021005032,33.97150738,-118.2479974
6343032058,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6343032058,34.01588605,-118.1343056
6343032059,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6343032059,34.01585464,-118.134158
6010009001,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6010009001,33.97826598,-118.2560679
6010009002,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6010009002,33.97814069,-118.2560672
6010009003,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6010009003,33.97801798,-118.2560665
6342033016,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6342033016,34.01782085,-118.143524
6342033017,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6342033017,34.01779045,-118.1433857
6343004025,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6343004025,34.01604095,-118.1350447
6343004026,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6343004026,34.01601199,-118.1349088
6343004027,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6343004027,34.01598327,-118.1347747
6201018015,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6201018015,33.97137815,-118.2248331
6201018031,UNINCORPORATED LA COUNTY,150.0,18.0,,40.67999999999999,6201018031,33.97140223,-118.2250019
6341024006,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6341024006,34.02394687,-118.1558417
6341024036,UNINCORPORATED LA COUNTY,150.0,46.0,,103.96,6341024036,34.02417811,-118.155771
6341035025,UNINCORPORATED LA COUNTY,150.0,67.0,,151.42,6341035025,34.01986127,-118.1531686
6341035026,UNINCORPORATED LA COUNTY,150.0,6.0,,13.56,6341035026,34.0199773,-118.1534835
6130010004,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6130010004,33.91317319,-118.2656139
6130010005,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6130010005,33.9132419,-118.2656135
6130009001,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6130009001,33.91476177,-118.265609
6130009002,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6130009002,33.91487002,-118.265603
6130010018,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6130010018,33.9143584,-118.2656064
6130010019,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6130010019,33.91445431,-118.2656123
6130011019,UNINCORPORATED LA COUNTY,150.0,46.0,,103.96,6130011019,33.90991172,-118.2656831
6130011020,UNINCORPORATED LA COUNTY,150.0,46.0,,103.96,6130011020,33.9095016,-118.2656877
6086020029,UNINCORPORATED LA COUNTY,150.0,10.0,,22.6,6086020029,33.92115615,-118.2656003
6086020030,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6086020030,33.92106325,-118.2655947
6086020031,UNINCORPORATED LA COUNTY,150.0,24.0,,54.24,6086020031,33.92092046,-118.2655954
6180002018,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180002018,33.89644684,-118.1915457
6180002019,UNINCORPORATED LA COUNTY,150.0,10.0,,22.6,6180002019,33.89644837,-118.1914221
6180003001,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6180003001,33.89686266,-118.1931269
6180003002,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6180003002,33.89672235,-118.1931199
6180003004,UNINCORPORATED LA COUNTY,150.0,24.0,,54.24,6180003004,33.89677716,-118.1927635
6180003005,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6180003005,33.89677593,-118.192548
6180004026,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180004026,33.89641092,-118.1949841
6180004027,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180004027,33.89641321,-118.1949015
6180004028,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6180004028,33.8964144,-118.1948202
6180004029,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6180004029,33.8964157,-118.1946965
6201003901,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6201003901,33.9733753,-118.2233155
6201003902,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201003902,33.97335857,-118.2231519
6201003903,UNINCORPORATED LA COUNTY,150.0,18.0,,40.67999999999999,6201003903,33.97334142,-118.2229887
6180003019,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6180003019,33.8964218,-118.1940057
6180003020,UNINCORPORATED LA COUNTY,150.0,28.0,,63.28,6180003020,33.89642722,-118.1937609
6180003023,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6180003023,33.89641945,-118.1941706
6180010026,UNINCORPORATED LA COUNTY,150.0,75.0,,169.49999999999997,6180010026,33.895764,-118.1967305
6180010003,UNINCORPORATED LA COUNTY,150.0,39.0,,88.13999999999999,6180010003,33.89576295,-118.196366
6180013003,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6180013003,33.89590569,-118.1949989
6180013004,UNINCORPORATED LA COUNTY,150.0,24.0,,54.24,6180013004,33.8959067,-118.1947701
6180014001,UNINCORPORATED LA COUNTY,150.0,256.0,,578.56,6180014001,33.89552197,-118.1940149
6180014002,UNINCORPORATED LA COUNTY,150.0,175.0,,395.5,6180014002,33.89475213,-118.1939153
6008040007,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6008040007,33.98290683,-118.2473671
6008040008,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6008040008,33.98276982,-118.2473662
6180018003,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6180018003,33.89592327,-118.1918136
6180018004,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6180018004,33.89592333,-118.191678
6181023010,UNINCORPORATED LA COUNTY,30.0,9.0,,16.2,6181023010,33.88921016,-118.1967134
6181023011,UNINCORPORATED LA COUNTY,30.0,4.0,,7.2,6181023011,33.88899903,-118.1963336
6181023030,UNINCORPORATED LA COUNTY,30.0,12.0,,21.6,6181023030,33.88899534,-118.1968364
6181026013,UNINCORPORATED LA COUNTY,150.0,25.0,,56.49999999999999,6181026013,33.89093813,-118.1934613
6181026015,UNINCORPORATED LA COUNTY,150.0,26.0,,58.75999999999999,6181026015,33.89076719,-118.1934478
6181029020,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6181029020,33.89211013,-118.1927447
6181029032,UNINCORPORATED LA COUNTY,150.0,46.0,,103.96,6181029032,33.89197003,-118.1925141
6195019030,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6195019030,33.89808164,-118.1938776
6195019031,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6195019031,33.89797903,-118.1938682
6195019033,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6195019033,33.89766549,-118.1938472
6195019034,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6195019034,33.89753221,-118.1938385
6201002007,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201002007,33.97347183,-118.2210784
6201002033,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201002033,33.97348918,-118.2212387
6201002004,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6201002004,33.97342255,-118.2206072
6201002005,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201002005,33.97343791,-118.2207539
6201003010,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6201003010,33.97379246,-118.2241787
6201003011,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6201003011,33.97380615,-118.2243085
6201003012,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6201003012,33.97381661,-118.2244074
6201003013,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201003013,33.97382774,-118.2245238
6201003019,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6201003019,33.97349336,-118.2244521
6201003020,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6201003020,33.97347684,-118.22429
6201004008,UNINCORPORATED LA COUNTY,150.0,32.0,,72.32,6201004008,33.97407778,-118.2269143
6201004009,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6201004009,33.97410312,-118.2271608
6201005012,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6201005012,33.97418838,-118.2279874
6201005013,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201005013,33.97417235,-118.2278252
6201005014,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6201005014,33.97415271,-118.2276484
6201004007,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201004007,33.9740522,-118.2266703
6201004026,UNINCORPORATED LA COUNTY,150.0,25.0,,56.49999999999999,6201004026,33.9740267,-118.2264255
6201004003,UNINCORPORATED LA COUNTY,150.0,33.0,,74.58,6201004003,33.97397404,-118.2259218
6201004004,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201004004,33.97400089,-118.2261781
6201007025,UNINCORPORATED LA COUNTY,150.0,25.0,,56.49999999999999,6201007025,33.97315562,-118.2259759
6201007027,UNINCORPORATED LA COUNTY,150.0,47.0,,106.21999999999998,6201007027,33.97311617,-118.2256291
6201012013,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6201012013,33.97192121,-118.2220934
6201012014,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6201012014,33.97194558,-118.2222296
6201023030,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201023030,33.96997675,-118.2226318
6201023031,UNINCORPORATED LA COUNTY,150.0,18.0,,40.67999999999999,6201023031,33.97030931,-118.2226326
6010026031,UNINCORPORATED LA COUNTY,150.0,9.0,,20.34,6010026031,33.97698695,-118.2480025
6010026041,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6010026041,33.9768565,-118.2480031
6201034001,UNINCORPORATED LA COUNTY,150.0,23.0,,51.98,6201034001,33.9689427,-118.2254534
6201034002,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201034002,33.96896988,-118.2256476
6201034003,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6201034003,33.96898697,-118.2258109
6201039017,UNINCORPORATED LA COUNTY,150.0,9.0,,20.34,6201039017,33.96753372,-118.2222051
6201039018,UNINCORPORATED LA COUNTY,150.0,7.0,,15.82,6201039018,33.96736915,-118.222218
6201039019,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6201039019,33.96743401,-118.2220587
6202001001,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6202001001,33.96776908,-118.2299933
6202001002,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6202001002,33.96774562,-118.2298588
6202001035,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6202001035,33.96744255,-118.229851
6202001036,UNINCORPORATED LA COUNTY,150.0,9.0,,20.34,6202001036,33.9674831,-118.2299867
6202002025,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6202002025,33.96700398,-118.225914
6202002026,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6202002026,33.96698714,-118.2257516
6008021001,UNINCORPORATED LA COUNTY,150.0,35.0,,79.1,6008021001,33.98763953,-118.248067
6008021002,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6008021002,33.98763962,-118.2483408
6008021017,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6008021017,33.98745922,-118.2480564
6008023001,UNINCORPORATED LA COUNTY,150.0,21.0,,47.46,6008023001,33.98683485,-118.248058
6008023002,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6008023002,33.98669257,-118.2480566
6008023003,UNINCORPORATED LA COUNTY,150.0,8.0,,18.08,6008023003,33.98662318,-118.2480558
6008031032,UNINCORPORATED LA COUNTY,150.0,132.0,,298.32,6008031032,33.98223017,-118.2498629
6008031031,UNINCORPORATED LA COUNTY,150.0,822.0,,1857.72,6008031031,33.98261771,-118.2498916
6008036007,UNINCORPORATED LA COUNTY,150.0,18.0,,40.67999999999999,6008036007,33.98628499,-118.2473815
6008036008,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6008036008,33.98614931,-118.2473795
6021014004,UNINCORPORATED LA COUNTY,150.0,11.0,,24.86,6021014004,33.97212867,-118.2473478
6021014005,UNINCORPORATED LA COUNTY,150.0,9.0,,20.34,6021014005,33.97220965,-118.2473491
6008039005,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6008039005,33.9849977,-118.2473753
6008039006,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6008039006,33.98485914,-118.2473735
6008039007,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6008039007,33.98472178,-118.2473751
6008040001,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6008040001,33.98373146,-118.2473692
6008040002,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6008040002,33.98359441,-118.2473679
6008040003,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6008040003,33.98346012,-118.2473676
6008040009,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6008040009,33.98263435,-118.2473657
6008040010,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6008040010,33.9824937,-118.2473648
6010001004,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010001004,33.98103712,-118.2561073
6010001005,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010001005,33.98092782,-118.2561068
6010005005,UNINCORPORATED LA COUNTY,150.0,11.0,,24.86,6010005005,33.9793479,-118.2560968
6010005032,UNINCORPORATED LA COUNTY,150.0,21.0,,47.46,6010005032,33.97951199,-118.2561115
6010009005,UNINCORPORATED LA COUNTY,150.0,10.0,,22.6,6010009005,33.97779973,-118.2560649
6010009006,UNINCORPORATED LA COUNTY,150.0,15.0,,33.9,6010009006,33.97769948,-118.2560641
6025016013,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6025016013,33.97422268,-118.235641
6025016015,UNINCORPORATED LA COUNTY,150.0,13.0,,29.379999999999995,6025016015,33.97422312,-118.235479
6010011002,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010011002,33.97731731,-118.2560865
6010011003,UNINCORPORATED LA COUNTY,150.0,9.0,,20.34,6010011003,33.97720778,-118.2560862
6010011004,UNINCORPORATED LA COUNTY,150.0,9.0,,20.34,6010011004,33.97709846,-118.2560855
6010013002,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010013002,33.97645227,-118.2560818
6010013003,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010013003,33.97634243,-118.2560812
6010013004,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010013004,33.97623277,-118.2560807
6010013005,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010013005,33.97612178,-118.25608
6010013006,UNINCORPORATED LA COUNTY,150.0,12.0,,27.12,6010013006,33.9760126,-118.2560801
6010019001,UNINCORPORATED LA COUNTY,150.0,30.0,,67.8,6010019001,33.98063793,-118.2480726
6010019002,UNINCORPORATED LA COUNTY,150.0,24.0,,54.24,6010019002,33.98045122,-118.2480714
6010034006,UNINCORPORATED LA COUNTY,150.0,11.0,,24.86,6010034006,33.97935784,-118.2473521
6010034007,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6010034007,33.97926178,-118.2473515
6010028007,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010028007,33.98090236,-118.2473588
6010028008,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010028008,33.98076534,-118.2473579
6010026027,UNINCORPORATED LA COUNTY,150.0,4.0,,9.04,6010026027,33.97732831,-118.2480031
6010026028,UNINCORPORATED LA COUNTY,150.0,14.0,,31.64,6010026028,33.97723964,-118.2480018
6010028009,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010028009,33.98062927,-118.2473585
6010028010,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010028010,33.98049218,-118.2473585
6010041002,UNINCORPORATED LA COUNTY,150.0,20.0,,45.2,6010041002,33.9760569,-118.2473304
6010041024,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010041024,33.97591239,-118.2473289
6010035027,UNINCORPORATED LA COUNTY,150.0,72.0,,162.71999999999997,6010035027,33.97725885,-118.247335
6010035009,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010035009,33.97691725,-118.2473326
6010034021,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010034021,33.97861443,-118.2473473
6010034022,UNINCORPORATED LA COUNTY,150.0,17.0,,38.42,6010034022,33.97847674,-118.2473463
6010041025,UNINCORPORATED LA COUNTY,150.0,35.0,,79.1,6010041025,33.97570808,-118.2473364
6010041026,UNINCORPORATED LA COUNTY,150.0,19.0,,42.94,6010041026,33.97550221,-118.2473355
6010041027,UNINCORPORATED LA COUNTY,150.0,18.0,,40.67999999999999,6010041027,33.97536462,-118.2473345
6021015005,UNINCORPORATED LA COUNTY,150.0,16.0,,36.16,6021015005,33.97423813,-118.2472286
6021015006,UNINCORPORATED LA COUNTY,150.0,37.0,,83.61999999999999,6021015006,33.97410113,-118.2472268
